,Unnamed: 0,authorDisplayName,authorChannelUrl,videoId,published_at,updated_at,like_count,text
0,96,Jeff-oo9br,Jeff-oo9br,OfraXhBuybk,2024-02-07T10:18:19Z,2024-02-07T10:18:19Z,34,"As an apple fanboy, I have to say the camera quality of this really impressive! If it wasn’t for the whole apple ecosystem that I’ve already got used to, I will just switch to Samsung in a heartbeat!! 📱 Thanks for the review, great one as usual 👌"
1,0,AndrewEthanZeng,AndrewEthanZeng,OfraXhBuybk,2024-02-07T11:31:36Z,2024-02-07T11:31:36Z,20,"If you bought an S24 Ultra or Plus, how are you liking the phone? I did not expect to like my first Samsung phone this much. There are a few things that could be improved (shutter lag!) but it’s still one of the best phones on the market."
2,82,FireBeeFPV,FireBeeFPV,OfraXhBuybk,2024-02-07T13:56:35Z,2024-02-07T13:56:35Z,16,"There is a setting to make the camera faster. Go to camera settings and there is a feature where it analysis the scene and enhances the image... There are 3 options to change the enhancement level and an option to turn of enhancements all together, making the camera instant. The options uses AI to analyze he scene and enhance the image i.e food photo or landscape or portrait."
3,81,FireBeeFPV,FireBeeFPV,OfraXhBuybk,2024-02-07T13:59:19Z,2024-02-07T13:59:19Z,15,"Even though you turned Atmos on, use the EQ setting to manually adjust the audio to suit your ears (or to make it sound like your Iphone 15). Samsung packs heaps of audio settings into their phones, spent some time in the sound settings to get the best results!"
4,93,old-school-old,old-school-old,OfraXhBuybk,2024-02-07T11:18:34Z,2024-02-07T11:18:34Z,12,"<a href=""https://www.youtube.com/watch?v=OfraXhBuybk&amp;t=655"">10:55</a> Nothing will replace the Nokia 3310 if I say so myself"
5,65,carloskreek7419,carloskreek7419,OfraXhBuybk,2024-02-07T16:09:02Z,2024-02-07T16:09:02Z,8,"Ultra man!<br>The reason I finally upgraded my old Samsung to this S24 ultra was it finally felt worthy of it! <br>The thing that keeps me with Samsung is that you can do the Samsung ecosystem, but you&#39;re not tied to it like with apple because it&#39;s universal. That&#39;s the selling point for me."
6,86,Azu10157,Azu10157,OfraXhBuybk,2024-02-07T12:58:59Z,2024-02-07T12:58:59Z,7,There&#39;s settings in the camera app that lets you put processing over shutter speed as priority or vice versa
7,34,roseviv454,roseviv454,OfraXhBuybk,2024-02-07T23:03:40Z,2024-02-07T23:03:40Z,5,Nice review.  Brought up a lot of good points that I haven&#39;t seen it brought up elsewhere!
8,95,nikhllogic1248,nikhllogic1248,OfraXhBuybk,2024-02-07T10:36:33Z,2024-02-07T10:36:33Z,5,"The S23 Ultra is the best Android phone released this year.The Samsung folding phones may look cool, but if you keep a phone for 2/3 years would they survive general wear and tear? At the end of the day the Ultra has much better cameras and the brilliant S Pen built <a href=""http://in.plus/"">in.Plus</a> no crease in the middle of a great screen."
9,76,andycuyler6675,andycuyler6675,OfraXhBuybk,2024-02-07T14:21:21Z,2024-02-07T14:21:21Z,5,"I purchased the s24 ultra last week, I have sold my iphone 15 pro max and apple watch ultra. I was stuck in the apple eco system but have now escaped I still have my m3 mac and ipad pro. the samsung phone has so many more feature and way more custimisable glad I made the move !"
10,84,TECHNIKMM,TECHNIKMM,OfraXhBuybk,2024-02-07T13:36:08Z,2024-02-07T13:36:08Z,4,Awesome video! One thing i noticed: the blurry photos of slightly moving animals etc dont cone from shutter lag. Yes the phone has shutter lag but that means the photo is taken slighty later then the moment you actually press the shutter button- nevertheless the picture shouldnt be blurry. The bluriness comes from Samsungs bad algorithm not noticing a moving Objekct and therefore not using fast enough shutter speed on the picture
11,99,marcl3765,marcl3765,OfraXhBuybk,2024-02-07T10:10:12Z,2024-02-07T10:10:12Z,4,Got mine 2 days ago the camera is just mind blowing.
12,69,jas350,jas350,OfraXhBuybk,2024-02-07T15:30:03Z,2024-02-07T15:30:03Z,3,People should just buy the s23 ultra because it&#39;s pretty much the same and cheaper. But the vibration is weak compared to the s21 ultra. The s24 is not any better than the s23 ultra.
13,66,rahullulay,rahullulay,OfraXhBuybk,2024-02-07T16:01:01Z,2024-02-07T16:01:01Z,3,Great video. And you brought up great points about the shutter lag with camera. It&#39;s been an issue for a long time.
14,42,pdizbon,pdizbon,OfraXhBuybk,2024-02-07T21:52:34Z,2024-02-07T21:52:34Z,2,No lag on my S24 Ultra camera!!
15,61,Winner3ty,Winner3ty,OfraXhBuybk,2024-02-07T16:45:07Z,2024-02-07T16:45:07Z,2,"I really like my S24 Ultra, I have had Samsung&#39;s all my life save on old old Iphone. from a Note 20 Ultra to the S24 Ultra it is a massive upgrade, there are some launch day quirks but it seems that it gets better every day. especially the camera. oh and Ultraman"
16,32,betl5982,betl5982,OfraXhBuybk,2024-02-07T23:28:30Z,2024-02-07T23:28:30Z,1,One function I don’t recall you mentioned is you can actually make a phone call to people by punching in their phone number on the numbers key pad or look a person up in the phone’s contact list and make a phone call and using your voice to communicate with people by talking 😄.
17,40,franklong6269,franklong6269,OfraXhBuybk,2024-02-07T22:00:51Z,2024-02-07T22:00:51Z,1,"The shutter lag on a smartphone is categorically NOT a &quot;big issue.&quot;  I think you are talking about the speed of the aperture. You are describing taking photos of fast action sequences. I have not used an iPhone, but I doubt it is a world better than the S24 Ultra. It is a valid point, but it&#39;s not an earthshaking issue. Also, I think there are settings either in the RAW mode or the camera app that speed up the aperture for fast action sequences. Further, if you hold the camera button down, it will take &quot;burst&quot; mode photos in a super fast sequence.<br><br>It doesn&#39;t appear that all of the S24 Ultra&#39;s AI features will be behind a paywall. We will see."
18,49,conceptsbyun,conceptsbyun,OfraXhBuybk,2024-02-07T18:57:07Z,2024-02-07T18:57:07Z,1,Camera Settings  &gt; Camera Assistant  and turn on Quick Tap Shutter should sort out the shutter lag for you
19,55,ingkatsikas,ingkatsikas,OfraXhBuybk,2024-02-07T18:07:11Z,2024-02-07T18:07:11Z,1,The shutter lag can be fixed in camera settings. There is a setting for shooting objects that move fast. As for the sound try the equalizer to your liking. You see you can set everything as you like on android and especially on UI 6.1
20,59,zerojayzero,zerojayzero,OfraXhBuybk,2024-02-07T16:58:29Z,2024-02-07T16:58:29Z,1,"They never said that the AI features will be paid after end of 2025. They just are saying free until then, and Samsung themselves confirmed they don&#39;t know what they plan on doing after that point. It was intended to give a guarantee for users in the meantime until they figure out their strategy."
21,63,Gortzz,Gortzz,OfraXhBuybk,2024-02-07T16:33:44Z,2024-02-07T16:33:44Z,1,Quick question for all ultra users<br><br>Does the size make it difficult for everyday use. Like putting it in your pocket and using it as a normal daily driver?
22,56,frassedylan,frassedylan,OfraXhBuybk,2024-02-07T17:45:51Z,2024-02-07T17:45:51Z,1,Nice review. That’s not what shutter lag is though. Slow shutter speed perhaps.
23,70,AlaminKhan-ul6em,AlaminKhan-ul6em,OfraXhBuybk,2024-02-07T15:05:46Z,2024-02-07T15:05:46Z,1,S24❤❤ultra
24,71,VaddyFC,VaddyFC,OfraXhBuybk,2024-02-07T14:54:04Z,2024-02-07T14:54:21Z,1,"Does anyone know if the Galaxy S24 Ultra has better speakers than the Note 20 Ultra? I have the Note 20 Ultra and listen to a lot of music with the external built-in speakers, and I don&#39;t want to upgrade if the S24 Ultra speakers are worse.... Let me know if you have owned both, please.."
25,73,Mistirina,Mistirina,OfraXhBuybk,2024-02-07T14:37:28Z,2024-02-07T14:37:28Z,1,"Samsung has its own ecosystem. It&#39;s as simple as downloading the Phone Link app from the Windows Store. Of course, I understand that switching right now would be crazy and very expensive, since you already own everything Apple, but saying that it is the only thing that holds you back is kinda sad."
26,9,EverythingGizmo,EverythingGizmo,OfraXhBuybk,2024-02-08T06:27:06Z,2024-02-08T06:27:18Z,1,"Your 1 month later reviews are getting so good jeez. Cinematics, information and real life use cases is tip top. Keep it up and you&#39;ll be one of the even bigger channels no doubt about it! &quot;ultra man&quot;"
27,83,ladiesman13,ladiesman13,OfraXhBuybk,2024-02-07T13:49:59Z,2024-02-07T13:49:59Z,1,Actually you can tweak the sound of S24U at the sound and notification setting
28,89,Moyaiville_Productions,Moyaiville_Productions,OfraXhBuybk,2024-02-07T12:01:01Z,2024-02-07T12:01:01Z,1,Try out the S23 Ultra. You&#39;ll like it.. It also has excellent speakers with rich sound and good bass.. I&#39;ve heard some interesting takes on S24 speakers this year.. Samsung got it all right with the S23&#39;s imo.. They get pretty loud and sound great. I use the base S23 and am very satisfied with the speaker quality..
29,90,eleventeen5051,eleventeen5051,OfraXhBuybk,2024-02-07T11:54:38Z,2024-02-07T11:54:38Z,1,&quot;ultraman&quot;
30,94,zabidi59-fx8uf,zabidi59-fx8uf,OfraXhBuybk,2024-02-07T10:55:52Z,2024-02-07T10:55:52Z,1,ultraman
31,35,AlanGurling,AlanGurling,OfraXhBuybk,2024-02-07T22:47:25Z,2024-02-07T22:47:25Z,1,"Ultraman! 😅 Loving my S24 Ultra. That Apple ecosystem is the very reason why I haven&#39;t completely gone Apple. When you go in, it really sinks deep. Genius, but expensive!"
32,50,NolbertoPardo,NolbertoPardo,OfraXhBuybk,2024-02-07T18:33:31Z,2024-02-07T18:33:31Z,1,"Shutter Lag TIP! search &quot;advanced intelligence options&quot; in the settings. Very top first option. Then select minimum, and try taking pics again it should feel much faster."
33,23,Gurenn83,Gurenn83,OfraXhBuybk,2024-02-08T01:42:25Z,2024-02-08T01:42:25Z,1,The new speakers on the S24 Ultra are actually way better compared to the S23 Ultra.
34,30,MrRivastyle,MrRivastyle,OfraXhBuybk,2024-02-07T23:59:29Z,2024-02-07T23:59:29Z,1,Excellent review
35,18,nawlins411,nawlins411,OfraXhBuybk,2024-02-08T02:36:43Z,2024-02-08T02:36:43Z,1,"Individuals who exhibit a clear bias towards Apple products should refrain from evaluating Android or Samsung products. Your evident preference for Apple is understandable, but it compromises your ability to provide an impartial assessment. Please refrain from wasting our time by attempting to present an unbiased opinion when it is evident that you are incapable of doing so."
36,29,ericterrell7486,ericterrell7486,OfraXhBuybk,2024-02-08T00:06:20Z,2024-02-08T00:06:20Z,1,I left the walled garden 10 years ago and have never looked back.  The S24 ultra is hands down the best phone on the market.
37,72,macgyvermac2344,macgyvermac2344,OfraXhBuybk,2024-02-07T14:41:47Z,2024-02-07T14:49:09Z,0,"No it&#39;s not the first phone to support wifi 7, OnePlus 11 is the first and now OnePlus 12, Apple is getting it in iPhone 16 but only the 16 pro and max, Ultraman"
38,19,poligonzo5300,poligonzo5300,OfraXhBuybk,2024-02-08T02:33:53Z,2024-02-08T02:35:09Z,0,"I have always believed that all those people who criticize a work of engineering art such as these phones know if they know so much why they do not design a phone and patent it for themselves, That is one of the best phones right now on the market nothing is perfect ,but is crazy ,like I don&#39;t like this and that ,I&#39;m like ok another engineer 😅"
39,74,gyemdubley6278,gyemdubley6278,OfraXhBuybk,2024-02-07T14:29:14Z,2024-02-07T14:29:14Z,0,Just so confused . Should I go for s24 ultra or iPhone 15 pro max.?
40,20,gazram72,gazram72,OfraXhBuybk,2024-02-08T02:23:18Z,2024-02-08T02:23:18Z,0,In other words S24 Ultra is essentially use to make money come in while iPhone basically makes your money come out 😂
41,75,user-dz7vv8ym4y,user-dz7vv8ym4y,OfraXhBuybk,2024-02-07T14:27:10Z,2024-02-07T14:36:31Z,0,"<a href=""https://www.youtube.com/watch?v=OfraXhBuybk&amp;t=819"">13:39</a> both 23 and 24 battery is 4855mAh"
42,6,dragosalincseplo1713,dragosalincseplo1713,OfraXhBuybk,2024-02-08T07:00:51Z,2024-02-08T07:00:51Z,0,Try to connect your Samsung to the a monitor and you will have a powerful pc 😊
43,21,TailorMadeLove55,TailorMadeLove55,OfraXhBuybk,2024-02-08T02:21:16Z,2024-02-08T02:21:16Z,0,I switch from iPhone 15 Pro Max to the Galaxy s24 ultra and i love it. And I used apple for 15 years
44,77,simonetruzzi2023,simonetruzzi2023,OfraXhBuybk,2024-02-07T14:19:52Z,2024-02-07T14:19:52Z,0,"As user, that have lucky to have both Apple and Samsung ecosystem, I do prefer Samsung. Way better ecosystem than Apple. With S24 ultra Samsung put on the table the best of the best 2024."
45,78,squelmirofficiel9081,squelmirofficiel9081,OfraXhBuybk,2024-02-07T14:14:33Z,2024-02-07T14:14:33Z,0,Meilleur Smartphone de année 2024 🎉
46,79,GANDOR224,GANDOR224,OfraXhBuybk,2024-02-07T14:13:11Z,2024-02-07T14:13:11Z,0,Ultra man
47,80,DoritosResidue,DoritosResidue,OfraXhBuybk,2024-02-07T14:04:28Z,2024-02-07T14:05:24Z,0,shutter lag has been on samsungs forever lol. from have my old note 9 and now the s22 Ultra they both have shutter lag. I am recieving my 24 Ultra today. Unfortunate that Samsung can never fix that. The shooting experience always seems like an after thought for Samsung year after year
48,8,vazquez7871,vazquez7871,OfraXhBuybk,2024-02-08T06:43:02Z,2024-02-08T07:11:03Z,0,Welcome to the dark side.. definitely play around with goodlock and modes and gestures ... programming fingerprints and swipe gesture to open specific apps or perform certain tasks <br>will enhance your experience
49,7,adammcaskill2,adammcaskill2,OfraXhBuybk,2024-02-08T06:56:20Z,2024-02-08T06:56:20Z,0,"Love how it came out yesterday, but you&#39;ve  had ot for weeks. But not associated  with samsung, haha. I still haven&#39;t  got my pre order yet"
50,17,HV55VN,HV55VN,OfraXhBuybk,2024-02-08T02:41:46Z,2024-02-08T02:41:46Z,0,I miss huawei phones
51,85,dnbcatalina6192,dnbcatalina6192,OfraXhBuybk,2024-02-07T13:12:45Z,2024-02-07T13:12:45Z,0,First time you using Samsung? LOL
52,68,tahalove3651,tahalove3651,OfraXhBuybk,2024-02-07T15:44:39Z,2024-02-07T15:44:39Z,0,Are you sure with his all issues. Most the most problem is green line in screen 🤦🏻‍♂️
53,5,dragosalincseplo1713,dragosalincseplo1713,OfraXhBuybk,2024-02-08T07:03:23Z,2024-02-08T07:03:23Z,0,"I have also iPhone and Samsung and to be honest iPhone have better connectivity that Samsung, if I&#39;m driving I always lose signal on Samsung and not just me, my wife etc but on iPhone I don&#39;t have this problem, I use the same operator the same sim etc"
54,87,ismaelelharrakzoubair7039,ismaelelharrakzoubair7039,OfraXhBuybk,2024-02-07T12:53:03Z,2024-02-07T12:53:03Z,0,ultra man
55,88,watchluver,watchluver,OfraXhBuybk,2024-02-07T12:48:48Z,2024-02-07T12:48:48Z,0,"I pre-ordered mine on the 17th of January with a promised delivery date of January 31st.... It&#39;s been changed to the 26th of Feb, then to the 21st of Feb... I will never preorder a Samsung phone ever again. I have 2 co-workers who ordered theirs after me and received them like 10 days ago!  I&#39;ve been a very loyal Samsung guy for 15 years, but there is no excuse to be this un-prepared for shipping! could be my last samsung phone?"
56,16,gbl4261,gbl4261,OfraXhBuybk,2024-02-08T02:46:04Z,2024-02-08T02:46:04Z,0,does the Samsung Camera Assistant help?
57,15,tub73431,tub73431,OfraXhBuybk,2024-02-08T03:00:09Z,2024-02-08T03:00:09Z,0,Only thing keeping me back is iMessage.
58,91,shelbyfanman,shelbyfanman,OfraXhBuybk,2024-02-07T11:23:46Z,2024-02-07T11:23:46Z,0,It’s probably the first time when the S24 plus is a better option
59,92,mysticmangos,mysticmangos,OfraXhBuybk,2024-02-07T11:19:43Z,2024-02-07T11:19:43Z,0,"Watching from my old s20 plus that is due for an upgrade, maybe the 512gb version!"
60,4,dragosalincseplo1713,dragosalincseplo1713,OfraXhBuybk,2024-02-08T07:04:20Z,2024-02-08T07:04:20Z,0,The rest Samsung is just amazing phone and not just S24 ultra even s 22 ultra is still amazing phone in 2024
61,14,georgecostanza2695,georgecostanza2695,OfraXhBuybk,2024-02-08T04:18:31Z,2024-02-08T04:54:28Z,0,"Couple corrections: regarding lag, there are settings that allow you to change it. For those who don’t know, shutter response can be adjusted to prioritize speed, focus, or image processing. Secondly, Samsung issued a statement saying whatever AI features you currently have on your phone will remain on your phone, however capabilities introduced in the future may only be available through a paid subscription."
62,3,samanthabarker6907,samanthabarker6907,OfraXhBuybk,2024-02-08T07:37:04Z,2024-02-08T07:37:04Z,0,Just switched from iPhone 15 pro max to this and l do not miss Apple this phone is amazing ok Apple may be slightly faster but other than that the s24 ultra is 🔥🔥🔥
63,2,bookemjones,bookemjones,OfraXhBuybk,2024-02-08T07:42:37Z,2024-02-08T07:42:37Z,0,You can adjust the eq on this phone to improve the sound
64,97,felix-fzz,felix-fzz,OfraXhBuybk,2024-02-07T10:15:39Z,2024-02-07T10:23:03Z,0,Is this video shot on your new FX6 rig? Looks clean
65,98,joshchan5721,joshchan5721,OfraXhBuybk,2024-02-07T10:13:44Z,2024-02-07T10:13:44Z,0,"I think the S23 ultra has a 4855mAh battery? But other than that, great review. Brought up a lot of good points that I haven&#39;t seen it brought up elsewhere."
66,22,user-kl3dw8kv2u,user-kl3dw8kv2u,OfraXhBuybk,2024-02-08T02:08:54Z,2024-02-08T02:08:54Z,0,ultraman
67,33,brucefletcher3990,brucefletcher3990,OfraXhBuybk,2024-02-07T23:06:19Z,2024-02-07T23:06:19Z,0,ultra man
68,67,raheenb,raheenb,OfraXhBuybk,2024-02-07T15:53:30Z,2024-02-07T15:53:30Z,0,"I left for Pixel after my Note 20 Ultra because of the shutter lag. Pics of our kids were coming out too blurry. They&#39;re a little older now so can hold still better, but it&#39;s crazy the same issue more or less exists. Like why not fix it and just be that more dominant?"
69,11,TekkenGeneSiS,TekkenGeneSiS,OfraXhBuybk,2024-02-08T05:16:13Z,2024-02-08T05:16:13Z,0,I wonder why most ppl claimed that they used the ai voice translation but diddnt mention that it fails to translate &quot;slangs&quot;
70,31,PetePuebla,PetePuebla,OfraXhBuybk,2024-02-07T23:50:24Z,2024-02-07T23:50:24Z,0,Ultraman
71,36,PetePuebla,PetePuebla,OfraXhBuybk,2024-02-07T22:22:14Z,2024-02-07T22:22:14Z,0,I hope Samsung is watching this video and takes cues for improvement.
72,37,yildiz7482,yildiz7482,OfraXhBuybk,2024-02-07T22:13:47Z,2024-02-07T22:13:47Z,0,ultraman. Really great enjoyable review
73,38,AnCap1776,AnCap1776,OfraXhBuybk,2024-02-07T22:12:55Z,2024-02-07T22:12:55Z,0,Go to these settings to fix the shutter speed. Camera &gt; settings &gt; camera assistant &gt; Quick Tap Shutter
74,39,EvansAdam100,EvansAdam100,OfraXhBuybk,2024-02-07T22:12:37Z,2024-02-07T22:12:37Z,0,"You should do your research. Samsung days ago confirmed it is NOT paid, they MAY add future pay features, but what you have now will not be charged. This is lazy journalism, you&#39;ve just copied everyone else."
75,41,Annette8,Annette8,OfraXhBuybk,2024-02-07T22:00:09Z,2024-02-07T22:00:09Z,0,Really useful. Thankyou for this. The speakers are an issue in my samsung 21...and don&#39;t want this problem again.🙏🙏
76,43,jixyana2145,jixyana2145,OfraXhBuybk,2024-02-07T21:28:39Z,2024-02-07T21:28:39Z,0,Google AI on Samsung device wil be with subscription by 2025? I am not worried about that. Everything is going to be with subscription by then.
77,44,mdsmith1019,mdsmith1019,OfraXhBuybk,2024-02-07T21:12:57Z,2024-02-07T21:12:57Z,0,Ultraman!
78,45,SergeiFedorov77,SergeiFedorov77,OfraXhBuybk,2024-02-07T21:08:40Z,2024-02-07T21:08:40Z,0,"To be honest, the sound on a phone can never really be good because of the obvious physical constraints. If you&#39;re an audiophile you connect yor phone to a better system, just like you don&#39;t watch movies on the phone if you&#39;re a cinema-freak. Other than that, the phone seems to be very competent."
79,46,BRUCEPPXBB360,BRUCEPPXBB360,OfraXhBuybk,2024-02-07T20:50:24Z,2024-02-07T20:50:24Z,0,yooo You like LOGIC?! I LOVE LOGIC!! 🤩 TITS what a album!
80,47,hienho15,hienho15,OfraXhBuybk,2024-02-07T19:43:53Z,2024-02-07T19:43:53Z,0,Speaker problem....use Bluetooth speaker or earbuds.
81,48,claralu426,claralu426,OfraXhBuybk,2024-02-07T19:25:56Z,2024-02-07T19:25:56Z,0,I agree… pictures are often blurry with slight movements
82,28,bigd7696,bigd7696,OfraXhBuybk,2024-02-08T00:07:46Z,2024-02-08T00:11:19Z,0,"Shutter lag does not cause a blurry image, shutter speed does.  Lag just causes a delay in catching your subject.  If it&#39;s motionless when you press the button but moves as you are snapping, it will have a lower shutter speed, hence the blur.  Also, I understand wanting flagship sound from your speakers but there are limits.  My car pumps 100 rms into focal flax speakers and 500 watts rms into my subwoofer equipped with a passive radiator, all through a dedicated sound processor and it sounds excellent.  But my home system blows the car out of the water with it&#39;s sound.  Expecting a tiny device with pinhole, microscopic speakers to sound anything approaching good might be a straight run to disappointment.  Great review overall, thanks."
83,1,mihaipredescu,mihaipredescu,OfraXhBuybk,2024-02-08T08:02:50Z,2024-02-08T08:02:50Z,0,"As an owner of S24 Ultra I can say:<br>1. Shutter lag can be solved with the future software update *are you sure you selected &quot;shutter speed over quality&quot; option ?<br>2. The audio quality is super good even with no Dolby Atmos enabled ( so you are a bit subjective putting Samsungs vs. Apple, better put Samsung old devices vs Samsung new devices and compare).<br><br>3. Video and photo quality : no more words to describe the good quality.<br><br>Feel happy with your purchase 🥰I&#39;m gonna stick to my new phone for a good amount of time, as I am assured that 7 years of updates, and O/S versions, a good battery (which I already set it to be optimized as much as I could), and a flat quality screen for larger writing S-Pen area real estate!"
84,51,hankmiller990,hankmiller990,OfraXhBuybk,2024-02-07T18:30:10Z,2024-02-07T18:30:10Z,0,There&#39;s a simple solution for the shutter lag. It&#39;s an AI setting. If you change this the shutter lag is about zero.
85,52,lbeetech,lbeetech,OfraXhBuybk,2024-02-07T18:23:10Z,2024-02-07T18:23:10Z,0,The Apple eco-system is a prison. That is what the intention of it is. Don&#39;t succomb to it...
86,53,woofinu,woofinu,OfraXhBuybk,2024-02-07T18:17:28Z,2024-02-07T18:17:28Z,0,"For me, besides the AI features, what&#39;s important are the stylus (precision is more useful for some AI actions), and the screen (less reflective and more scratch resistant). I am happy that many of the improvements have tangible values and benefits to the user, going beyond the &quot;15% faster CPU claims.&quot;"
87,54,lbeetech,lbeetech,OfraXhBuybk,2024-02-07T18:10:00Z,2024-02-07T18:10:33Z,0,"You don&#39;t know how to use the phone yet. Stop comparing it to the iPhone, that&#39;s the problem. The AI services aren&#39;t paid yet, so why is this an issue today?"
88,27,chaeugene,chaeugene,OfraXhBuybk,2024-02-08T00:08:40Z,2024-02-08T00:15:17Z,0,"As usual, nice review! 👍<br><br>Also, I&#39;m excited to see you &#39;dive deeper into the Android world&#39;. I&#39;ll definitely look forward to future reviews of those. And yeah, ultraman."
89,13,mikeecalvary,mikeecalvary,OfraXhBuybk,2024-02-08T04:29:25Z,2024-02-08T04:29:25Z,0,I&#39;ve been a samsung fan for the longest. I used to have a iphone work phone so I would always compare the both and the thing that kept me away from apple was that after you pay all this money for a phone apple then tells you that you can only use it&#39;s technology if it&#39;s an apple product. Casting to tv is then out unless it&#39;s an apple tv. Samsung on the other hand will give you 99% control of other technology even if it&#39;s not samsung. Simple.
90,57,deadlyalliance8281,deadlyalliance8281,OfraXhBuybk,2024-02-07T17:39:05Z,2024-02-07T17:39:05Z,0,This doesn&#39;t do anything the s23 ultra can&#39;t already for 99% of all things.
91,58,special_edition,special_edition,OfraXhBuybk,2024-02-07T17:12:09Z,2024-02-07T17:12:09Z,0,How about the washed up screen? Have you noticed it?
92,26,cosmicaxis4840,cosmicaxis4840,OfraXhBuybk,2024-02-08T00:40:14Z,2024-02-08T00:40:14Z,0,"There is definitely a low volume  issue with this phone which does not seem to effect all devices, the  sound compared to the s23 ultra is seriously lacking, appalling actually, the s23 ultra at the exact same volume level drowns out the s24 ultra easily, so does the s22 ultra,  like others who have reported this issue on Reddit I have performed every audio trick possible on this device and checked the volume limit function which was already off and  nothing worked,  it has  been suggested that switching the equaliser setting to normal can fix the issue and has for some but not others, including myself, i downloaded an equaliser app cranked it up fully and the volume was instantly improved, not to the same standard as the s23 ultra but very close, however,  the sound is still muted or muffled it sounds like its being played in a vacuum,  apparently there is an issue with the calibration and dynamic range which was described as being so bad it is below amateurish..I am not an audio exoert but it is obvious that the 24 ultra lacks the same audio quality that the 23 ultra has, ive also noticed that changing the equaliser in the settings made next to no difference as if it is stuck on normal mode, it seems this is a software issue as not all phones have this problem and the speakers are fine with notifications, the equaliser i downloaded has definitely improved the low volume problem and gives an indication of how good these speakers can be despite still having that &#39;Hollow&#39; sound...Samsung has yet to acknowledge this problem hopefully a future update can resolve this, in every other respect for me  this phone is great, it just has that one nagging issue."
